	File	RelType	ExplConn	Conn1	SClass1A	SClass1B	Conn2	SClass2A	SClass2B	Sup1	Arg1	Arg2	Sup2
29	!5488693.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Die Überschrift lautet:
Wir machen Schwangerschafts-Abbrüche"	"In einem Artikel in der taz sagen die Ärztinnen und Ärzte:
Kristina Hänel hat keinen Fehler gemacht.
Sie hat keine Werbung für Schwangerschafts-Abbrüche gemacht.
Sie hat nur Informationen darüber veröffentlicht.
Und diese Informationen sind wichtig für Frauen"	NA
30	!5488693.txt	Implicit	NA	denn	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	NA	NA	Kristina Hänel hat keinen Fehler gemacht	Sie hat keine Werbung für Schwangerschafts-Abbrüche gemacht	NA
31	!5488693.txt	Implicit	NA	sondern	Expansion.Substitution.Arg2-as-subst	NA	NA	NA	NA	NA	Sie hat keine Werbung für Schwangerschafts-Abbrüche gemacht	Sie hat nur Informationen darüber veröffentlicht	NA
32	!5488693.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Sie hat nur Informationen darüber veröffentlicht	diese Informationen sind wichtig für Frauen	NA
33	!5488693.txt	Explicit	jetzt	NA	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	"Die Überschrift lautet:
Wir machen Schwangerschafts-Abbrüche"	"Ein paar Ärztinnen und Ärzte von der taz-Titelseite
haben...eine Anzeige bekommen"	"Sie müssen vielleicht vor Gericht,
weil sie öffentlich gesagt haben:
Wir machen Schwangerschafts-Abbrüche"
34	!5488693.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Ein paar Ärztinnen und Ärzte von der taz-Titelseite
haben jetzt eine Anzeige bekommen"	Sie müssen vielleicht vor Gericht	NA
35	!5488693.txt	Explicit	weil	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Sie müssen vielleicht vor Gericht	"sie öffentlich gesagt haben:
Wir machen Schwangerschafts-Abbrüche"	NA
36	!5488693.txt	Explicit	Aber	NA	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	"Sie müssen vielleicht vor Gericht,
weil sie öffentlich gesagt haben:
Wir machen Schwangerschafts-Abbrüche"	"Manche von den Ärztinnen und Ärzten haben schon lange
keinen Schwangerschafts-Abbruch mehr gemacht"	NA
37	!5488693.txt	Explicit	sogar	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"Manche von den Ärztinnen und Ärzten haben schon lange
keinen Schwangerschafts-Abbruch mehr gemacht"	Einige sind...schon in Rente	NA
38	!5488693.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Einige sind sogar schon in Rente	"Die Ärztinnen und Ärzte haben keine Werbung
für Schwangerschafts-Abbrüche gemacht"	NA
39	!5488693.txt	Implicit	NA	stattdessen	Expansion.Substitution.Arg2-as-subst	NA	NA	NA	NA	NA	"Die Ärztinnen und Ärzte haben keine Werbung
für Schwangerschafts-Abbrüche gemacht"	"Die Ärztinnen und Ärzte wurden aus diesem Grund angezeigt:
Sie unterstützen Kristina Hänel"	NA
40	!5488693.txt	AltLex	aus diesem Grund	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Die Ärztinnen und Ärzte wurden aus diesem Grund angezeigt	Sie unterstützen Kristina Hänel	NA
41	!5488693.txt	Implicit	NA	aber	Comparison.Contrast	NA	deshalb	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	"Die Ärztinnen und Ärzte wurden aus diesem Grund angezeigt:
Sie unterstützen Kristina Hänel"	Was sagt der Bundestag zum Paragrafen 219a	NA
42	!5488693.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was sagt der Bundestag zum Paragrafen 219a	"Viele Menschen wollen den Paragrafen 219a abschaffen.
Deshalb beschäftigt sich jetzt auch der Bundestag
mit dem Paragrafen 219a.

Was wollen die Parteien im Bundestag?
Diese Parteien wollen den Paragrafen abschaffen:
● Bündnis 90/Die Grünen
● Die Linke
● SPD

Die FDP will den Paragrafen ändern.

Diese Parteien wollen den Paragrafen nicht ändern:
● CDU
● CSU
● AfD"	NA
43	!5488693.txt	Explicit	Deshalb	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Viele Menschen wollen den Paragrafen 219a abschaffen	"beschäftigt sich jetzt auch der Bundestag
mit dem Paragrafen 219a"	NA
44	!5488693.txt	Implicit	NA	deshalb	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	"Deshalb beschäftigt sich jetzt auch der Bundestag
mit dem Paragrafen 219a"	Was wollen die Parteien im Bundestag	NA
45	!5488693.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was wollen die Parteien im Bundestag?	"Diese Parteien wollen den Paragrafen abschaffen:
● Bündnis 90/Die Grünen
● Die Linke
● SPD

Die FDP will den Paragrafen ändern.

Diese Parteien wollen den Paragrafen nicht ändern:
● CDU
● CSU
● AfD"	NA
46	!5488693.txt	Implicit	NA	demgegenüber	Comparison.Contrast	NA	NA	NA	NA	NA	"Diese Parteien wollen den Paragrafen abschaffen:
● Bündnis 90/Die Grünen
● Die Linke
● SPD"	Die FDP will den Paragrafen ändern	NA
47	!5488693.txt	Implicit	NA	demgegenüber	Comparison.Contrast	NA	NA	NA	NA	NA	Die FDP will den Paragrafen ändern	"Diese Parteien wollen den Paragrafen nicht ändern:
● CDU
● CSU
● AfD"	NA
48	!5495118.txt	Implicit	NA	aber	Comparison.Concession.Arg2-as-denier	NA	jetzt	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	Facebook sammelt viele Informationen von Nutzern	Viele Nutzer möchten das nicht länger mitmachen	NA
49	!5495118.txt	Implicit	NA	trotzdem	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	Viele Nutzer möchten das nicht länger mitmachen	Viele Menschen nutzen die Internet-Plattform Facebook	NA
50	!5495118.txt	AltLex	dort	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Viele Menschen nutzen die Internet-Plattform Facebook	Sie teilen dort Fotos, Videos und Nachrichten	NA
51	!5495118.txt	Explicit	Dabei	NA	Expansion.Manner.Arg1-as-manner	Temporal.Synchronous	NA	NA	NA	NA	Sie teilen dort Fotos, Videos und Nachrichten	geben sie viele Infos an Facebook weiter	NA
52	!5495118.txt	Explicit	Deshalb	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Dabei geben sie viele Infos an Facebook weiter	sind bei Facebook viele Infos über die Nutzer gespeichert	NA
53	!5495118.txt	Explicit	dabei	NA	Temporal.Synchronous	Contingency.Cause.Result	NA	NA	NA	NA	Deshalb sind bei Facebook viele Infos über die Nutzer gespeichert	Viele Facebook-Nutzer haben...ein schlechtes Gefühl	NA
54	!5495118.txt	Explicit	Denn	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Viele Facebook-Nutzer haben dabei ein schlechtes Gefühl	"sie wissen nicht:
Was macht Facebook mit den vielen Infos?
Sind die Infos bei Facebook sicher"	NA
55	!5495118.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Was macht Facebook mit den vielen Infos	Sind die Infos bei Facebook sicher	NA
56	!5495118.txt	Explicit	jetzt	NA	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Deshalb sind bei Facebook viele Infos über die Nutzer gespeichert	Bei Facebook gab es...eine große Sicherheits-Lücke	NA
57	!5495118.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	Bei Facebook gab es jetzt eine große Sicherheits-Lücke	Was ist passiert	NA
58	!5495118.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist passiert	"Eine Firma hat viele Infos auf Facebook ausspioniert:
bei insgesamt über 50 Millionen Nutzern.
Die Firma heißt Cambridge Analytica.
Die Firma hat mit den Facebook-Nutzer-Infos wahrscheinlich
viel Geld verdient.
Und sie hat die Nutzer-Infos wahrscheinlich
für diesen Zweck benutzt:
Die Firma hat gezielte Wahl-Werbung auf Facebook
für Donald Trump und seine Partei gemacht,
während des Wahl-Kampfs in den USA"	NA
59	!5495118.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Eine Firma hat viele Infos auf Facebook ausspioniert	Die Firma heißt Cambridge Analytica	NA
60	!5495118.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die Firma heißt Cambridge Analytica	"Die Firma hat mit den Facebook-Nutzer-Infos wahrscheinlich
viel Geld verdient"	NA
61	!5495118.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	"Die Firma hat mit den Facebook-Nutzer-Infos wahrscheinlich
viel Geld verdient"	"sie hat die Nutzer-Infos wahrscheinlich
für diesen Zweck benutzt"	"Die Firma hat gezielte Wahl-Werbung auf Facebook
für Donald Trump und seine Partei gemacht,
während des Wahl-Kampfs in den USA"
62	!5495118.txt	AltLex	für diesen Zweck	NA	Contingency.Purpose.Arg2-as-goal	NA	NA	NA	NA	NA	"Und sie hat die Nutzer-Infos wahrscheinlich
für diesen Zweck benutzt"	"Die Firma hat gezielte Wahl-Werbung auf Facebook
für Donald Trump und seine Partei gemacht"	während des Wahl-Kampfs in den USA
63	!5495118.txt	Explicit	jetzt	NA	Temporal.Asynchronous.Precedence	Contingency.Cause.Result	NA	NA	NA	während des Wahl-Kampfs in den USA	"Die Firma hat gezielte Wahl-Werbung auf Facebook
für Donald Trump und seine Partei gemacht"	Viele Menschen fragen sich...Ist das in Ordnung	NA
64	!5495118.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Ist das in Ordnung	"Dürfen Firmen wie Cambridge Analytica mit Nutzer-Infos
solche Geschäfte machen"	NA
65	!5495118.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Dürfen Firmen wie Cambridge Analytica mit Nutzer-Infos
solche Geschäfte machen"	Hat die Firma das Wahl-Ergebnis in den USA beeinflusst	NA
66	!5495118.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Hat die Firma das Wahl-Ergebnis in den USA beeinflusst	warum schützt Facebook die Nutzer-Infos nicht besser	NA
67	!5495118.txt	Explicit	jetzt	NA	Temporal.Asynchronous.Precedence	Contingency.Cause.Result	NA	NA	NA	NA	Und warum schützt Facebook die Nutzer-Infos nicht besser	Viele Menschen sind...unzufrieden mit Facebook	NA
68	!5495118.txt	Explicit	Und	NA	Comparison.Similarity	Expansion.Conjunction	NA	NA	NA	NA	Viele Menschen sind jetzt unzufrieden mit Facebook	"einige Firmen wollen mit Facebook jetzt
keine Geschäfte mehr machen"	NA
69	!5495118.txt	Explicit	jetzt	NA	Temporal.Synchronous	NA	NA	NA	NA	NA	Viele Menschen sind jetzt unzufrieden mit Facebook	Und einige Firmen wollen mit Facebook...keine Geschäfte mehr machen	NA
70	!5495118.txt	Explicit	nun	NA	Temporal.Synchronous	NA	NA	NA	NA	NA	"Und einige Firmen wollen mit Facebook jetzt
keine Geschäfte mehr machen"	Einige Menschen und Firmen löschen...sogar ihr Facebook-Profil	NA
71	!5495118.txt	Explicit	sogar	NA	Comparison.Similarity	NA	NA	NA	NA	NA	"Und einige Firmen wollen mit Facebook jetzt
keine Geschäfte mehr machen"	Einige Menschen und Firmen löschen nun...ihr Facebook-Profil	NA
72	!5495118.txt	AltLex	Dort	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"Das Profil ist die persönliche Seite von einer Person
oder von einer Firma auf Facebook"	Dort sieht man das Profilbild, Nachrichten und viele andere Infos	NA
73	!5495118.txt	Explicit	Auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Einige Menschen und Firmen löschen nun sogar ihr Facebook-Profil	"die taz hat sich gefragt:
Wie sollen wir mit Facebook umgehen?
Sollen wir unsere Facebook-Profile löschen?
Und wenn ja:
Worauf müssen wir dabei achten"	NA
74	!5495118.txt	Implicit	NA	zum Beispiel	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Wie sollen wir mit Facebook umgehen	Sollen wir unsere Facebook-Profile löschen	NA
75	!5495118.txt	Explicit	Und	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Sollen wir unsere Facebook-Profile löschen	"wenn ja:
Worauf müssen wir dabei achten"	NA
76	!5495118.txt	AltLex	wenn ja	NA	Contingency.Condition.Arg1-as-cond	NA	NA	NA	NA	NA	Sollen wir unsere Facebook-Profile löschen	"Und wenn ja:
Worauf müssen wir dabei achten"	NA
77	!5495118.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Worauf müssen wir dabei achten	"Hier ein paar Ratschläge dazu:
• vor dem Löschen die liebsten Bilder und Termine speichern
• die Freunde vorwarnen,
dass man in Zukunft nicht mehr
über Facebook erreichbar ist
• Telefonnummern und Email-Adressen
mit den Freunden austauschen
• vielleicht weitere Apps löschen,
die Facebook gehören und die Nutzer-Infos sammeln,
zum Beispiel Instagram oder Whats-App"	NA
78	!5504919.txt	Implicit	NA	obwohl	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	Viele Lebens-Mittel im Supermarkt sind in Plastik verpackt	Das ist oft unnötig	NA
79	!5504919.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Das ist oft unnötig	In Berlin gab es dagegen eine Aktion	NA
80	!5504919.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	In Berlin gab es dagegen eine Aktion	In einem Supermarkt in Berlin hat eine Aktion stattgefunden	NA
81	!5504919.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	In einem Supermarkt in Berlin hat eine Aktion stattgefunden	"Eine Gruppe von Menschen hat dort eingekauft.
Sie hat Produkte in ihren Einkaufs-Wagen gepackt und bezahlt.
Sie hat dann alle Produkte aus dem Einkaufs-Wagen geräumt
und im Supermarkt auf den Boden gelegt"	NA
82	!5504919.txt	Implicit	NA	das heißt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Eine Gruppe von Menschen hat dort eingekauft	Sie hat Produkte in ihren Einkaufs-Wagen gepackt und bezahlt	NA
83	!5504919.txt	Explicit	dann	NA	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Sie hat Produkte in ihren Einkaufs-Wagen gepackt und bezahlt	Sie hat...alle Produkte aus dem Einkaufs-Wagen geräumt	NA
84	!5504919.txt	Implicit	NA	dann	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	Sie hat dann alle Produkte aus dem Einkaufs-Wagen geräumt	und im Supermarkt auf den Boden gelegt	NA
85	!5504919.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	"Sie hat dann alle Produkte aus dem Einkaufs-Wagen geräumt
und im Supermarkt auf den Boden gelegt"	Warum hat die Gruppe das gemacht	NA
86	!5504919.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Warum hat die Gruppe das gemacht	Um den Plastik-Müll von den Produkten zu entfernen	NA
87	!5504919.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Um den Plastik-Müll von den Produkten zu entfernen	"Die Menschen haben...die Plastik-Folie von einer Gurke abgezogen
• Gummi-Bärchen aus der Tüte geholt
• Milch aus dem Tetra-Pack gegossen"	NA
88	!5504919.txt	Explicit	dann	NA	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	"Die Menschen haben zum Beispiel:
• die Plastik-Folie von einer Gurke abgezogen
• Gummi-Bärchen aus der Tüte geholt
• Milch aus dem Tetra-Pack gegossen"	Sie haben die Produkte...umgefüllt	Zum Beispiel in Stoffbeutel, Tupper-Dosen oder Glas-Flaschen
89	!5504919.txt	Implicit	NA	anschließend	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	Zum Beispiel in Stoffbeutel, Tupper-Dosen oder Glas-Flaschen	Sie haben die Produkte dann umgefüllt	"Die Menschen haben die Plastik-Verpackungen
in ihrem Einkaufs-Wagen liegen gelassen"	NA
90	!5504919.txt	Explicit	Denn	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Die Menschen haben die Plastik-Verpackungen
in ihrem Einkaufs-Wagen liegen gelassen"	"ein Super-Markt muss einen Teil
von den Plastik-Verpackungen wieder zurücknehmen"	NA
91	!5504919.txt	Implicit	NA	deshalb	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	"Die Menschen haben zum Beispiel:
• die Plastik-Folie von einer Gurke abgezogen
• Gummi-Bärchen aus der Tüte geholt
• Milch aus dem Tetra-Pack gegossen
Sie haben die Produkte dann umgefüllt.
Zum Beispiel in Stoffbeutel, Tupper-Dosen oder Glas-Flaschen.
Die Menschen haben die Plastik-Verpackungen
in ihrem Einkaufs-Wagen liegen gelassen.
Denn ein Super-Markt muss einen Teil
von den Plastik-Verpackungen wieder zurücknehmen"	Warum haben die Menschen die Aktion gemacht	NA
92	!5504919.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die Aktion heißt „Plastik-Attacke	"Die Aktion hat es in anderen Städten in anderen Ländern
schon öfter gegeben"	NA
93	!5504919.txt	Explicit	schon	NA	Temporal.Asynchronous.Succession	Comparison.Contrast	NA	NA	NA	NA	In einem Supermarkt in Berlin hat eine Aktion stattgefunden	Die Aktion hat es in anderen Städten in anderen Ländern...öfter gegeben	NA
94	!5504919.txt	AltLex	in anderen Städten...in Berlin	NA	Comparison.Contrast	NA	NA	NA	NA	Zum Beispiel in den Städten Brüssel, Amsterdam und Oslo	"Die Aktion hat es in anderen Städten in anderen Ländern
schon öfter gegeben"	"Mit der Aktion in Berlin hat es „Plastik-Attacke“
das 1. Mal in Deutschland gegeben"	NA
95	!5504919.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Mit der Aktion in Berlin hat es „Plastik-Attacke“
das 1. Mal in Deutschland gegeben"	"Mitglieder von dem Verband BUND-Jugend
haben die Aktion in Berlin organisiert"	NA
96	!5504919.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Mitglieder von dem Verband BUND-Jugend
haben die Aktion in Berlin organisiert"	Der Verband BUND-Jugend setzt sich für Umwelt-Schutz ein	NA
97	!5504919.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Mitglieder von dem Verband BUND-Jugend
haben die Aktion in Berlin organisiert"	"Die Aktion „Plastik-Attacke“ soll zeigen:
Es gibt zu viele Plastik-Verpackungen.
Dadurch gibt es zu viel Plastik-Müll"	NA
98	!5504919.txt	Explicit	Dadurch	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Es gibt zu viele Plastik-Verpackungen	gibt es zu viel Plastik-Müll	NA
99	!5504919.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Dadurch gibt es zu viel Plastik-Müll	"Die Aktion „Plastik-Attacke“ soll Supermärkte dazu bringen,
weniger Plastik-Verpackungen anzubieten"	NA
100	!5504919.txt	Implicit	NA	aber	Comparison.Contrast	NA	NA	NA	NA	NA	"Die Aktion „Plastik-Attacke“ soll Supermärkte dazu bringen,
weniger Plastik-Verpackungen anzubieten"	Warum ist Plastik-Müll schlecht	NA
101	!5504919.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Warum ist Plastik-Müll schlecht	Plastik-Müll verschmutzt die Umwelt	NA
102	!5504919.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Plastik-Müll verschmutzt die Umwelt	In Deutschland gibt es jedes Jahr 5 Millionen Tonnen Plastik-Müll	NA
103	!5504919.txt	Implicit	NA	doch	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	In Deutschland gibt es jedes Jahr 5 Millionen Tonnen Plastik-Müll	"Die BUND-Jugend sagt:
Weniger als die Hälfte von dem Plastik-Müll
wird weiter verarbeitet und wieder verwendet"	NA
